,disposition_of_energy,energy_losses,internal_use_energy,megawatt_hours_sold_sales_to_ultimate_consumers,utility_id_ferc1,report_year,load_dispatching,power_production_expenses_hydraulic_power,power_production_expenses_nuclear_power,power_production_expenses_other_power,power_production_expenses_steam_power,administrative_and_general_expenses,administrative_and_general_operation_expense,administrative_and_general_salaries,distribution_expenses,distribution_maintenance_expense_electric,maintenance_of_line_transformers,maintenance_of_meters,maintenance_of_miscellaneous_distribution_plant,maintenance_of_overhead_lines,maintenance_of_station_equipment,maintenance_of_structures_distribution_expense,maintenance_of_underground_lines,maintenance_supervision_and_engineering,distribution_operation_expenses_electric,transmission_expenses,regional_market_expenses,sales_expenses,administrative_and_general_expenses,customer_account_expenses,customer_service_and_information_expenses,transmission_maintenance_expense_electric,transmission_operation_expense,underground_line_expenses,overhead_line_expenses,overhead_line_expense,purchased_power,power_production_expenses,transmission_line_length_miles,transmission_line_and_structures_length_miles,num_transmission_circuits,capex_land,capex_other,capex_total,opex_operations,opex_maintenance,opex_rents,opex_total,avg_customers_per_month,sales_mwh,sales_for_resale,residential_sales,sales_to_ultimate_consumers,sales_to_railroads_and_railways,public_street_and_highway_lighting,other_sales_to_public_authorities,miscellaneous_service_revenues,small_or_commercial,electric_operating_revenues,other_electric_revenue,other_operating_revenues,large_or_industrial,forfeited_discounts,sales_of_electricity,revenues_from_transmission_of_electricity_of_others
423,3671197.0,142776.0,,,50,2010,,,,,,1773091.0,1755889.0,633419.0,,,,,,,,,,,,15152335.0,,,1773091.0,,,447691.0,14704644.0,,,,215841834.0,215841834.0,217.32,107.06,30.0,8516808.0,31537154.0,40053962.0,309820.0,0.0,454056.0,763876.0,,,247755447.0,,,,,,,,238249383.0,300000.0,355460.0,,,247755447.0,
424,389769.0,,,,51,1994,,,,,17760632.0,424382.0,424382.0,256746.0,,,,,,,,,,,,17770.0,,,424382.0,,,16621.0,1149.0,,,,253506.0,18213648.0,,,,,,,,,,,2028487.0,45028261.0,,,,,,,,,,,,,,,
425,547464.0,,,,51,1995,,,,,23041568.0,431386.0,431386.0,235159.0,,,,,,,,,,,,4604.0,,,431386.0,,,4313.0,291.0,,,,47324.0,23327871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,107668.0,,,,52,1994,,,,3722703.0,,506130.0,506130.0,32458.0,,,,,,,,,,,,,,,506130.0,,,,,,,,,3722703.0,,,,,,,,,,,,,4857133.0,,,,,,,,4857133.0,,,,,4857133.0,
427,107294.0,,,,52,1995,,,,3967658.0,,962797.0,962797.0,46685.0,,,,,,,,,,,,,,,962797.0,,,,,,,,,3967658.0,,,,,,,,,,,,,4854065.0,,,,,,,,4854065.0,,,,,4854065.0,
428,10583.0,,,,53,1995,,35137.0,,,,37243.0,37243.0,4297.0,,,,,,,,,,,,,,,37243.0,,,,,,,,,35137.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,0.0,0.0,180754.0,,,,,,,,180754.0,,,,,180754.0,
429,9867.0,,,,53,1996,,53244.0,,,,20347.0,20347.0,4708.0,,,,,,,,,,,,,,,20347.0,,,,,,,,,53244.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,0.0,0.0,156704.0,,,,,,,,156704.0,,,,,156704.0,
430,10474.0,,,,53,1997,,10188.0,,,,18956.0,18956.0,3090.0,,,,,,,,,,,,,,,18956.0,,,,,,,,,10188.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,,,153467.0,,,,,,,,153467.0,,,,,153467.0,
431,7606.0,,,,53,1998,,5193.0,,,,21368.0,21368.0,4296.0,,,,,,,,,,,,,,,21368.0,,,,,,,,,5193.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,0.0,0.0,191518.0,,,,,,,,191518.0,,,,,191518.0,
432,7673.0,,,,53,1999,,6160.0,,,,13323.0,13323.0,4210.0,,,,,,,,,,,,,,,13323.0,,,,,,,,,6160.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,0.0,0.0,145687.0,,,,,,,,145687.0,,,,,145687.0,
433,6441.0,,62.0,6379.0,53,2000,,53656.0,,,,17388.0,17388.0,,,,,,,,,,,,,,,,17388.0,,,,,,,,,53656.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,0.0,0.0,1334927.0,,,,,,,,1334927.0,,,,,1334927.0,
434,6634.0,,66.0,,53,2001,,58332.0,,,,10066.0,10066.0,,,,,,,,,,,,,,,,10066.0,,,,,,,,,58332.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,0.0,0.0,156166.0,,,,,,,,156166.0,,,,,156166.0,
435,8370.0,,63.0,,53,2002,,50563.0,,,,21814.0,21814.0,10108.0,,,,,,,,,,,,,,,21814.0,,,,,,,,,50563.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,0.0,0.0,112008.0,,,,,,,,112008.0,,,,,112008.0,
436,7545.0,,45.0,,53,2003,,48869.0,,,,64738.0,64738.0,24786.0,,,,,,,,,,,,,,,64738.0,,,,,,,,,48869.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,,,231006.0,,,,,,,,231006.0,,,,,231006.0,
437,4256.0,,59.0,,53,2004,,59872.0,,,,40047.0,40047.0,16453.0,,,,,,,,,,,,,,,40047.0,,,,,,,,,59872.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,,,217420.0,,,,,,,,217420.0,,,,,217420.0,
438,3655.0,,79.0,,53,2005,,78975.0,,,,35068.0,35068.0,6365.0,,,,,,,,,,,,,,,35068.0,,,,,,,,,78975.0,2.0,0.0,2.0,0.0,654670.0,654670.0,0.0,0.0,0.0,0.0,,,199628.0,,,,,,,,199628.0,,,,,199628.0,
439,2868.0,,91.0,,53,2007,,69362.0,,,,60410.0,60410.0,8879.0,,,,,,,,,,,,,,,60410.0,,,,,,,,,69362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,144069.0,,,,,,,,144069.0,,,,,144069.0,
440,433.0,,113.0,,53,2008,,107249.0,,,,55556.0,55556.0,18460.0,,,,,,,,,,,,,,,55556.0,,,,,,,,,107249.0,,,,,,,,,,,0.0,0.0,12997.0,,,,,,,,12997.0,,,,,12997.0,
441,39161.0,,,,54,1995,,204128.0,,,,147114.0,147114.0,,,,,,,,,,,,,,,,147114.0,,,,,,,,,204128.0,,,,,,,,,,,,,556704.0,,,,,,,,556704.0,,,,,556704.0,
442,51774.0,,,7279.0,54,1996,,226782.0,,,,86250.0,86250.0,,,,,,,,,,,,,,,,86250.0,,,,,,,,,226782.0,,,,,,,,,,,,,507337.0,,,,,,,,507337.0,,,,,507337.0,
443,46435.0,,,,54,1997,,228332.0,,,,71189.0,71189.0,,,,,,,,,,,,,,,,71189.0,,,,,,,,,228332.0,,,,,,,,,,,,,524868.0,,,,,,,,524868.0,,,,,524868.0,
444,44865.0,,,,54,1998,,188311.0,,,,67372.0,67372.0,,,,,,,,,,,,,,,,67372.0,,,,,,,,,188311.0,,,,,,,,,,,,,492404.0,,,,,,,,492404.0,,,,,492404.0,
445,22200.0,,,7400.0,55,1995,,235010.0,,,,115888.0,115888.0,,,,,,,,,,,,,,,,115888.0,,,,,,,,,235010.0,,,,,,,,,,,,,426175.0,,213088.0,,213088.0,,,,639263.0,,,,,639263.0,
446,24423.0,,,8141.0,55,1996,,189257.0,,,,142690.0,142690.0,,,,,,,,,,,,,,,,142690.0,,,,,,,,,189257.0,,,,,,,,,,,,,383108.0,,191554.0,,,,,,574662.0,,,191554.0,,574662.0,
447,24357.0,,,8119.0,55,1997,,192398.0,,,,118375.0,118375.0,,,,,,,,,,,,,,,,118375.0,,,,,,,,,192398.0,,,,,,,,,,,,,370209.0,,185104.0,,,,,,555313.0,,,185104.0,,555313.0,
448,24077.0,,,8026.0,55,1998,,245338.0,,,,147870.0,147870.0,,,,,,,,,,,,,,,,147870.0,,,,,,,,,245338.0,,,,,,,,,,,,,440247.0,,220123.0,,,,,,660370.0,,,220123.0,,660370.0,
449,387352.0,,,,56,1995,,,,,,132360.0,132360.0,,,,,,,,,,,,,,,,132360.0,,,,,,,,17501386.0,17501386.0,610.64,0.0,0.0,0.0,75276716.0,75276716.0,0.0,0.0,0.0,0.0,2.0,774704.0,18047380.0,,,,,,,,18047380.0,,,,,18047380.0,
450,667290.0,,,,56,2000,,,,,,568458.0,568458.0,,463217.0,411414.0,,,,,411414.0,,,,51803.0,149173.0,,,568458.0,,,109727.0,39446.0,,,,29901179.0,29901179.0,610.64,0.0,0.0,0.0,75276716.0,75276716.0,0.0,0.0,0.0,0.0,1.0,667290.0,33333487.0,,,,,,,,33333487.0,,,,,33333487.0,
451,660585.0,,,14854.0,56,2001,,,,,,1155599.0,1071104.0,800794.0,1114279.0,750734.0,1921.0,590.0,816.0,5705.0,741645.0,,57.0,,363545.0,234652.0,,371.0,1155599.0,25717.0,394.0,190486.0,44166.0,,-10.0,,33092415.0,33092415.0,610.64,0.0,0.0,0.0,75276716.0,75276716.0,0.0,0.0,0.0,0.0,4395.0,1981755.0,38072318.0,841665.0,1528579.0,,,,,404343.0,39706074.0,33268.0,59549.0,282571.0,26281.0,39600897.0,
452,676841.0,,,27288.0,56,2002,,,,,,2529548.0,2402119.0,832009.0,1609355.0,966759.0,,1982.0,2310.0,18716.0,943412.0,,339.0,,642596.0,252687.0,,175.0,2529548.0,98137.0,,216632.0,36055.0,,,,29168926.0,29168926.0,610.64,0.0,0.0,0.0,75276716.0,75276716.0,0.0,0.0,0.0,0.0,4416.0,2030523.0,36555582.0,1426537.0,2608092.0,,,,,743338.0,39167243.0,136612.0,180688.0,438217.0,44076.0,39163674.0,
453,634751.0,,,,56,2003,,,,,,1913408.0,1913408.0,135910.0,,,,,,,,,,,,826675.0,,,1913408.0,,,743468.0,83207.0,,,40370.0,23113903.0,23113903.0,610.64,0.0,0.0,0.0,75276716.0,75276716.0,0.0,0.0,0.0,0.0,36.0,1904253.0,35651011.0,,,,,,,,36547377.0,896366.0,896366.0,,,35651011.0,
454,156456.0,,,,56,2004,,,,,,2167878.0,2167878.0,,,,,,,,,,,,,3889537.0,,,2167878.0,,,383469.0,3506068.0,,,32486.0,6755616.0,6755616.0,610.64,0.0,2.0,6410738.0,81911094.0,88321832.0,0.0,0.0,0.0,0.0,2.0,469368.0,15755570.0,,,,,,,,22513226.0,6757656.0,6757656.0,,,15755570.0,
455,18889.0,18889.0,,,56,2006,,,,,,2085064.0,2085064.0,,3603.0,,,,,,,,,,3603.0,1003075.0,,,2085064.0,,,766010.0,237065.0,,,3039.0,,,610.64,0.0,2.0,7216370.0,84058596.0,91274966.0,245572.0,23376.0,0.0,268948.0,,,,,,,,,,,9000000.0,,9000000.0,,,,9000000.0
456,18606.0,18606.0,,,56,2009,,,,,,923830.0,923830.0,,,,,,,,,,,,,915100.0,,,923830.0,,,353209.0,561891.0,,,,,,610.64,0.0,2.0,7358638.0,91725370.0,99084008.0,326414.0,282470.0,10726.0,619610.0,0.0,0.0,,,,,,,,,9000000.0,,9000000.0,,,,9000000.0
457,1395996.0,52513.0,,1241337.0,57,1996,,,,,,7476742.0,7399692.0,1135046.0,4924825.0,2338869.0,126095.0,58538.0,47736.0,1820362.0,,,234033.0,,2585956.0,,,,7476742.0,3339185.0,815690.0,,,432456.0,236626.0,,56711331.0,56711331.0,,,,,,,,,,,0.0,0.0,4287289.0,56183299.0,83096941.0,,573647.0,293378.0,1000043.0,22729750.0,89047590.0,71349.0,1663360.0,3316867.0,381175.0,87384230.0,
458,1445698.0,-2012.0,,1338189.0,57,1997,,,,,,8253213.0,7955091.0,1566883.0,5558304.0,2281844.0,147624.0,65940.0,74046.0,1610626.0,,,314250.0,,3276460.0,,,,8253213.0,3857118.0,1456446.0,,,499209.0,347811.0,,56318550.0,56318550.0,,,,,,,,,,,0.0,0.0,4175061.0,60069763.0,89954265.0,,650344.0,303171.0,-1018298.0,25312645.0,93943551.0,20166.0,-185775.0,3618342.0,601789.0,94129326.0,
459,1561333.0,56713.0,,1385116.0,57,1998,,,,,,9439803.0,9062162.0,2268562.0,6803103.0,2466071.0,180057.0,67310.0,83967.0,1832826.0,,,253757.0,,4337032.0,,,,9439803.0,3915167.0,1617274.0,,,467612.0,290595.0,,58926787.0,58926787.0,,,,,,,,,,,0.0,0.0,4663669.0,61005637.0,92615414.0,,661943.0,330850.0,6674805.0,25080085.0,104788063.0,39498.0,7508980.0,5536899.0,582668.0,97279083.0,
460,1635474.0,59870.0,,1452854.0,57,1999,,,,,,11652179.0,11090105.0,2967741.0,5903786.0,2868822.0,244981.0,,76388.0,2153257.0,,,343958.0,,3034964.0,,,318355.0,11652179.0,3956161.0,1781453.0,,,530320.0,281912.0,,63001673.0,63001673.0,,,,,,,,,,,0.0,0.0,4752078.0,66223342.0,100656644.0,,686775.0,312037.0,320018.0,25687989.0,106503436.0,24247.0,1094714.0,7746501.0,482233.0,105408722.0,
461,1729407607.0,61949210.0,,1536319297.0,57,2000,,,,,,10535145.0,9974452.0,2774905.0,6482493.0,3218182.0,214279.0,,75537.0,2446989.0,,,410678.0,,3264311.0,,,238279.0,10535145.0,3786798.0,1465487.0,,,867548.0,297652.0,,70532321.0,70532321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5404974.0,70779151.0,107817761.0,,727428.0,351592.0,279065.0,32400724.0,114455135.0,14912.0,1232400.0,3558866.0,599140.0,113222735.0,
462,1804694600.0,68556301.0,,1592593081.0,57,2001,,,,,,11763408.0,11119494.0,3384988.0,6947539.0,3484680.0,260729.0,,83997.0,2627813.0,,,456213.0,,3462859.0,,,335859.0,11763408.0,3834458.0,1012240.0,,,883953.0,359254.0,,74897110.0,74897110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5984574.0,73867824.0,111113858.0,,760892.0,337237.0,317050.0,32623549.0,127518360.0,56011.0,10419928.0,3524356.0,607000.0,117098432.0,
463,1901549.0,50414.0,,1693572.0,57,2002,,,,,,13486428.0,12604493.0,3282548.0,6822390.0,3580546.0,312039.0,49.0,35389.0,2713466.0,,,404799.0,,3241844.0,,,335166.0,13486428.0,4231324.0,757646.0,,,659733.0,337615.0,,83746681.0,83746681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6854485.0,84891970.0,127331595.0,,857299.0,314209.0,346648.0,37817608.0,135574363.0,-14502.0,1388283.0,3450509.0,660118.0,134186080.0,
464,2007965.0,77901.0,,1759978.0,57,2003,,,,,,15246931.0,14489743.0,4316821.0,7084368.0,3569578.0,322411.0,,36752.0,2682911.0,,,380499.0,,3514790.0,,,226857.0,15246931.0,4002577.0,858339.0,,,764446.0,359810.0,,90039207.0,90039207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7664442.0,87836169.0,131749148.0,,881148.0,394044.0,439759.0,36807114.0,140984184.0,9022.0,1570594.0,5830673.0,721697.0,139413590.0,
465,3050098.0,110366.0,,,58,1996,,,13438736.0,57779.0,4104804.0,4835328.0,4804585.0,1335334.0,379636.0,191521.0,,1692.0,,,189829.0,,,,188115.0,2346616.0,,436868.0,4835328.0,80606.0,,429817.0,1916799.0,,,86375.0,86051175.0,103652494.0,1187.2,0.0,4.0,2461048.0,22508974.0,24970022.0,703304.0,571852.0,0.0,1275156.0,,,182071489.0,,,,,,,,182122913.0,,51424.0,,,182071489.0,
466,2723650.0,98099.0,,,58,1997,,,,89947.0,4028914.0,3586695.0,3550369.0,935949.0,356357.0,145740.0,,831.0,,,144909.0,,,,210617.0,16020264.0,,598390.0,3586695.0,61057.0,,514023.0,15506241.0,,,97163.0,63783421.0,67902282.0,1187.2,0.0,4.0,2461048.0,22508974.0,24970022.0,874306.0,1028048.0,0.0,1902354.0,,,141102340.0,,,,,,,,141166850.0,,64510.0,,,141102340.0,
467,2313256.0,108986.0,,,58,1999,,,,285020.0,4900646.0,3679550.0,3644810.0,984058.0,221732.0,81847.0,,1076.0,,,80771.0,,,,139885.0,13209935.0,,234074.0,3679550.0,25395.0,,557625.0,12652310.0,,,65459.0,77656905.0,82842571.0,1197.6,0.0,18.0,2589498.0,25847754.0,28437252.0,763636.0,1115252.0,0.0,1878888.0,0.0,0.0,137426026.0,,,,,,,,137486555.0,,60529.0,,,137426026.0,
468,1491936.0,8588.0,,,58,2000,,,,4516748.0,4305642.0,2171425.0,2142758.0,1458962.0,331174.0,137383.0,,805.0,,,136578.0,,,,193791.0,7226284.0,,308675.0,2171425.0,27891.0,,450128.0,6776156.0,,,102177.0,43906391.0,52728781.0,1197.6,0.0,18.0,2589498.0,25847754.0,28437252.0,1078232.0,882140.0,0.0,1960372.0,,,86685966.0,,,,,,,,86749064.0,,63098.0,,,86685966.0,
469,1450329.0,6682.0,,,58,2001,,,,3220055.0,5077042.0,3034263.0,3034263.0,806369.0,378465.0,146332.0,,4147.0,,,142185.0,,,,232133.0,7550767.0,,132624.0,3034263.0,,,619778.0,6930989.0,,,110376.0,42906549.0,51203646.0,1190.6,0.0,10.0,2605020.0,26742664.0,29347684.0,1407716.0,1237206.0,0.0,2644922.0,0.0,0.0,88161248.0,,,,,,,,91128600.0,2918479.0,2967352.0,,,88161248.0,
470,1542688.0,7759.0,,,58,2002,,,,-388334.0,2970113.0,2271067.0,2271067.0,1089773.0,333368.0,121034.0,,737.0,,,120297.0,,,,212334.0,7657931.0,,170551.0,2271067.0,,,339342.0,7318589.0,,,101516.0,49470691.0,52052470.0,1158.4,0.0,10.0,2657420.0,31517422.0,34174842.0,823340.0,678684.0,0.0,1502024.0,0.0,0.0,90474223.0,,,,,,,,90536445.0,,62222.0,,,90474223.0,
471,1404600.0,7068.0,,,58,2003,,,,408494.0,1656513.0,2422186.0,2422186.0,1207006.0,227913.0,87817.0,,1852.0,,,85965.0,,,,140096.0,6883933.0,,128915.0,2422186.0,,,302961.0,6580972.0,,,102465.0,43869280.0,45934287.0,1164.8,0.0,10.0,2910562.0,34507642.0,37418204.0,775898.0,605922.0,0.0,1381820.0,,,81020505.0,,,,,,,,81086245.0,,65740.0,,,81020505.0,
472,1418587.0,15691.0,,,58,2004,,,,340948.0,1412892.0,3024321.0,3024321.0,1367292.0,303513.0,117482.0,,2787.0,,,114695.0,,,,186031.0,7421680.0,,161146.0,3024321.0,,,684203.0,6737477.0,,,112109.0,44888037.0,46641877.0,1167.6,0.0,10.0,2910562.0,34539808.0,37450370.0,1547160.0,1368406.0,0.0,2915566.0,,,82050746.0,,,,,,,,82117858.0,,67112.0,,,82050746.0,
473,51275.0,10666.0,84.0,40525.0,60,1996,,285261.0,,,,438823.0,438823.0,38612.0,174870.0,125068.0,1343.0,1598.0,26458.0,88928.0,137.0,1939.0,1139.0,2388.0,49802.0,46578.0,,,438823.0,74862.0,67814.0,39866.0,6712.0,,28609.0,647.0,2433304.0,2934982.0,-51.7,0.0,26.0,84320.0,84320.0,168640.0,0.0,0.0,0.0,0.0,6464.0,78914.0,,1943358.0,4345287.0,,20688.0,,,746157.0,4448469.0,,103182.0,1635084.0,,4345287.0,
474,55300.0,14672.0,113.0,40515.0,60,1997,9.0,257816.0,,,,522962.0,522962.0,46189.0,219648.0,182593.0,1721.0,2426.0,12168.0,142968.0,3510.0,8218.0,8263.0,1485.0,37055.0,28513.0,,,522962.0,90272.0,83760.0,16816.0,11697.0,,6415.0,2664.0,2428340.0,2823956.0,-51.7,0.0,26.0,84320.0,84320.0,168640.0,0.0,0.0,0.0,0.0,6588.0,80526.0,,1966317.0,4428569.0,,19673.0,,,775478.0,4612817.0,100859.0,184248.0,1667101.0,,4428569.0,
475,51540.0,10536.0,67.0,40937.0,60,1998,906.0,248460.0,,,,432375.0,432375.0,50456.0,259696.0,190786.0,350.0,9742.0,14687.0,151667.0,1398.0,7420.0,1125.0,3425.0,68910.0,26565.0,,,432375.0,105337.0,69859.0,13904.0,12661.0,185.0,16669.0,4773.0,2420346.0,2872591.0,-51.7,0.0,26.0,84320.0,84320.0,168640.0,0.0,0.0,0.0,0.0,10059.0,122608.0,,2026807.0,4502901.0,,22509.0,,,793691.0,4692509.0,,189608.0,1659894.0,,4502901.0,
476,45647.0,2789.0,69.0,42789.0,60,1999,1159.0,288098.0,,,,428664.0,428664.0,44032.0,222659.0,158280.0,2188.0,4103.0,22209.0,114270.0,1286.0,3376.0,1013.0,9497.0,64379.0,29052.0,,,428664.0,91398.0,81212.0,17850.0,11202.0,,14992.0,917.0,2721441.0,3236598.0,-51.7,0.0,26.0,84320.0,84320.0,168640.0,0.0,0.0,0.0,0.0,10170.0,128164.0,,2041078.0,4618168.0,,19689.0,,,772792.0,4728183.0,74278.0,110015.0,1784609.0,,4618168.0,
477,49718.0,5740.0,55.0,43923.0,60,2000,,149378.0,,,,469011.0,462364.0,68258.0,352959.0,227384.0,,918.0,26934.0,180500.0,725.0,5145.0,270.0,11952.0,125575.0,36480.0,,,469011.0,151224.0,39892.0,20387.0,16093.0,,7888.0,,3018763.0,3238070.0,-51.7,0.0,26.0,84320.0,84320.0,168640.0,0.0,0.0,0.0,0.0,10323.0,131966.0,,2136065.0,4737073.0,,20054.0,,,827613.0,4807438.0,34153.0,70365.0,1753341.0,,4737073.0,
478,48599.0,5498.0,72.0,43029.0,60,2001,,125462.0,,,,473580.0,465805.0,77420.0,266499.0,147558.0,,2486.0,15951.0,105173.0,2282.0,,,21599.0,118941.0,22208.0,,,473580.0,112537.0,20738.0,7613.0,14595.0,,2178.0,,2967957.0,3369083.0,-51.7,0.0,26.0,84320.0,84320.0,168640.0,0.0,0.0,0.0,0.0,10602.0,129473.0,,2069853.0,4603784.0,,21019.0,,,830551.0,4744392.0,93015.0,140608.0,1682361.0,,4603784.0,
479,50880.0,6454.0,95.0,44331.0,60,2002,,113373.0,,,,563610.0,551142.0,76597.0,432372.0,281793.0,,4330.0,37621.0,202315.0,13127.0,,1713.0,20523.0,150579.0,27940.0,,,563610.0,133869.0,20777.0,9773.0,18167.0,754.0,2387.0,5506.0,2936312.0,3373755.0,69.9,0.0,26.0,0.0,52728.0,52728.0,36334.0,19546.0,0.0,55880.0,17298.0,139658.0,,2157057.0,4844832.0,,22183.0,,,786867.0,4968436.0,80016.0,123604.0,1878725.0,,4844832.0,
480,50943.0,6053.0,96.0,44794.0,60,2003,,139746.0,,,,547308.0,529479.0,81431.0,336206.0,167071.0,1112.0,1031.0,17517.0,125941.0,7306.0,,1259.0,8128.0,169135.0,36601.0,,,547308.0,155033.0,17811.0,15418.0,21183.0,9770.0,24685.0,4938.0,3827870.0,3967616.0,69.9,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146506.0,,2250538.0,4869787.0,,21334.0,,,821228.0,4981089.0,56379.0,111302.0,1776687.0,,4869787.0,
481,708538.0,55595.0,587.0,651517.0,61,1999,,,,,,2308761.0,2259936.0,631369.0,2946521.0,1679714.0,274067.0,52920.0,,1233456.0,26790.0,,31893.0,11740.0,1266807.0,58033.0,,60662.0,2308761.0,1066685.0,207882.0,26356.0,31677.0,81303.0,1080274.0,22384.0,16152698.0,16152698.0,417.0,0.0,0.0,0.0,9239664.0,9239664.0,48642.0,52712.0,14712.0,116066.0,122050.0,2606068.0,29350.0,27524270.0,32074593.0,,34204.0,,22762.0,1681078.0,32691827.0,223509.0,587884.0,2835041.0,152197.0,32103943.0,
482,713003.0,41570.0,607.0,669964.0,61,2000,,,,,,2430880.0,2354841.0,608031.0,2988802.0,1653671.0,272757.0,60988.0,,1198992.0,30324.0,,52389.0,1357.0,1335131.0,58257.0,,103054.0,2430880.0,1026727.0,191009.0,25372.0,32885.0,76675.0,1118127.0,23052.0,16323304.0,16323304.0,417.0,0.0,0.0,0.0,9239664.0,9239664.0,51058.0,50744.0,14712.0,116514.0,124524.0,2679856.0,30336.0,28254010.0,32984603.0,,33944.0,,22940.0,1796122.0,33592627.0,247337.0,577688.0,2900527.0,114216.0,33014939.0,
483,724380.0,48897.0,526.0,674105.0,61,2001,,,,,,2714529.0,2657711.0,662681.0,3643023.0,2126593.0,229299.0,33769.0,,1705821.0,42111.0,,85634.0,66.0,1516430.0,99288.0,,151182.0,2714529.0,1099790.0,173162.0,50724.0,48564.0,83711.0,1249750.0,36266.0,16551338.0,16551338.0,594.0,0.0,48.0,0.0,9239664.0,9239664.0,82416.0,101448.0,14712.0,198576.0,126892.0,2831818.0,29966.0,28164362.0,33076201.0,,33961.0,,31328.0,1695818.0,33807396.0,333349.0,701229.0,3182060.0,170061.0,33106167.0,
484,751955.0,56012.0,542.0,694398.0,61,2002,,,,,,2990971.0,2930659.0,667692.0,3822274.0,1858360.0,233462.0,26684.0,,1248465.0,211030.0,,103786.0,,1963914.0,2817129.0,,226643.0,2990971.0,1186935.0,-148041.0,42043.0,2775086.0,85323.0,1685408.0,48551.0,14696978.0,14696978.0,594.0,0.0,48.0,0.0,9652704.0,9652704.0,5549442.0,84086.0,730.0,5634258.0,129048.0,2777592.0,38025.0,29121363.0,34092289.0,,33804.0,,33305.0,1802866.0,34870497.0,380596.0,740183.0,3134256.0,158990.0,34130314.0,
485,764653.0,53042.0,480.0,710179.0,61,2003,,,,,,3122662.0,3068690.0,799663.0,4044503.0,1998511.0,222786.0,29440.0,,1346361.0,233890.0,,105241.0,,2045992.0,2912614.0,,187128.0,3122662.0,1221610.0,-40922.0,45187.0,2867427.0,87588.0,1777428.0,50825.0,15173582.0,15173582.0,594.0,0.0,48.0,0.0,9652704.0,9652704.0,0.0,0.0,0.0,0.0,65760.0,2840716.0,35446.0,31116405.0,36590546.0,,42451.0,,22423.0,4174454.0,37306298.0,331415.0,680306.0,1257236.0,153480.0,36625992.0,
486,788180.0,62029.0,561.0,724627.0,61,2004,,,,,,3151264.0,3058712.0,726143.0,4428428.0,2120081.0,281643.0,23773.0,,1452245.0,126244.0,,165649.0,,2308347.0,3052610.0,,137157.0,3151264.0,1338987.0,22105.0,46307.0,3006303.0,91566.0,1851643.0,54320.0,15447018.0,15447018.0,396.0,0.0,34.0,0.0,6657700.0,6657700.0,130062.0,92614.0,0.0,222676.0,67126.0,2898508.0,35864.0,32011927.0,37484638.0,,45224.0,,30618.0,4220680.0,38236627.0,361454.0,716125.0,1206807.0,150968.0,37520502.0,
487,122752.0,12750.0,142.0,102319.0,62,1998,,,,,,627615.0,562672.0,119538.0,1144891.0,883664.0,66324.0,4014.0,,771222.0,14423.0,,26657.0,1024.0,261227.0,33187.0,,,627615.0,298232.0,,16852.0,16335.0,7232.0,60424.0,15701.0,6141466.0,6141466.0,157.3,0.0,14.0,10936.0,3405874.0,3416810.0,32670.0,33704.0,0.0,66374.0,31780.0,409276.0,297097.0,3842561.0,8091568.0,,13556.0,,,2803429.0,8679966.0,17387.0,291301.0,1432022.0,,8388665.0,
488,128552.0,9881.0,142.0,110527.0,62,1999,,,,,,663987.0,602863.0,155978.0,1091954.0,837537.0,6489.0,3258.0,,756138.0,19107.0,,51086.0,1459.0,254417.0,27944.0,,,663987.0,315300.0,,9901.0,18043.0,7806.0,63508.0,17331.0,6599938.0,6599938.0,157.3,0.0,14.0,10936.0,3398692.0,3409628.0,7758.0,18834.0,0.0,26592.0,32712.0,442108.0,316429.0,4219289.0,9081874.0,,13957.0,,,3396238.0,9582282.0,8363.0,183979.0,1452390.0,,9398303.0,
