,disposition_of_energy,energy_losses,internal_use_energy,megawatt_hours_sold_sales_to_ultimate_consumers,utility_id_ferc1,report_year,load_dispatching,administrative_and_general_expenses,administrative_and_general_operation_expense,administrative_and_general_salaries,distribution_expenses,distribution_maintenance_expense_electric,maintenance_of_line_transformers,maintenance_of_meters,maintenance_of_miscellaneous_distribution_plant,maintenance_of_overhead_lines,maintenance_of_station_equipment,maintenance_of_structures_distribution_expense,maintenance_of_underground_lines,maintenance_supervision_and_engineering,distribution_operation_expenses_electric,transmission_expenses,transmission_maintenance_expense_electric,transmission_operation_expense,underground_line_expenses,overhead_line_expenses,overhead_line_expense,transmission_line_length_miles,transmission_line_and_structures_length_miles,num_transmission_circuits,capex_land,capex_other,capex_total,opex_operations,opex_maintenance,opex_rents,opex_total,avg_customers_per_month,sales_mwh
702,39569841.0,3297871.0,191445.0,31920706.0,159,2000,2619.0,156717874.0,156717874.0,69751098.0,333294604.0,187020736.0,21150068.0,2012559.0,7125509.0,27983564.0,11127130.0,4215386.0,97611166.0,13648514.0,146273868.0,138216317.0,68877714.0,69338603.0,26367604.0,6272115.0,321211.0,952.52,17.7,392.0,34936486.0,1523394104.0,1558330590.0,0.0,0.0,0.0,0.0,9235944.0,98949993.0
703,34686879.0,2002435.0,187773.0,31999746.0,159,2001,,155649592.0,155649592.0,75027197.0,346439276.0,204621895.0,17339360.0,1851372.0,7027174.0,27591525.0,12014470.0,5766635.0,112422056.0,18253175.0,141817381.0,126987753.0,54647832.0,72339921.0,21116559.0,9715894.0,363018.0,952.52,17.7,392.0,34936486.0,1537615266.0,1572551752.0,0.0,0.0,0.0,0.0,9301926.0,97490014.0
704,33972255.0,2008529.0,172873.0,31773296.0,159,2002,,142008148.0,142008148.0,83062268.0,341749247.0,188758325.0,10702322.0,1669842.0,6718948.0,31656928.0,11840460.0,4983591.0,101939631.0,17470752.0,152990922.0,136422743.0,55328437.0,81094306.0,26304808.0,8256215.0,474474.0,952.52,17.7,388.0,36545920.0,1578289942.0,1614835862.0,0.0,0.0,0.0,0.0,9352548.0,147990888.0
705,32794934.0,1893402.0,175965.0,30628082.0,159,2003,,215417435.0,215417435.0,80054979.0,325356626.0,175536681.0,9299770.0,630448.0,5214250.0,31870066.0,9452701.0,4112157.0,98335445.0,14647855.0,149819945.0,130138042.0,49497275.0,80640767.0,21395220.0,6603488.0,618568.0,952.52,17.7,388.0,36064330.0,1594223358.0,1630287688.0,0.0,0.0,0.0,0.0,9411903.0,130086261.0
706,31662635.0,1623681.0,168533.0,29868303.0,159,2004,,244376840.0,244376840.0,79376946.0,358144164.0,180763061.0,11424678.0,750447.0,6802541.0,29624840.0,9222221.0,3867035.0,100355565.0,14218800.0,177381103.0,122797779.0,47388848.0,75408931.0,39116693.0,6805958.0,683833.0,955.7,17.7,396.0,36492062.0,1670863066.0,1707355128.0,0.0,0.0,0.0,0.0,9452927.0,132040398.0
707,31317082.0,1794724.0,178406.0,29343952.0,159,2005,,309770661.0,309770661.0,82331737.0,396291488.0,201337354.0,14119783.0,880631.0,7903321.0,30115954.0,12174097.0,4283038.0,115344808.0,13996855.0,194954134.0,140885006.0,57666087.0,83218919.0,29477918.0,7346489.0,628532.0,955.7,17.7,396.0,37506740.0,1765587698.0,1803094438.0,0.0,0.0,0.0,0.0,9529065.0,138575088.0
708,28067818.0,1028511.0,162449.0,26100714.0,159,2006,,379293946.0,379293946.0,99414142.0,465066213.0,249125941.0,15251745.0,752369.0,9884823.0,44523241.0,11730674.0,5050020.0,144705597.0,14807614.0,215940272.0,154443322.0,68981807.0,85461515.0,33519932.0,25868607.0,523383.0,958.96,17.7,402.0,37508270.0,1862596734.0,1900105004.0,0.0,0.0,0.0,0.0,9608783.0,136070961.0
709,27607762.0,1294268.0,174077.0,25314648.0,159,2007,,543832608.0,543832608.0,95234477.0,434117831.0,217481431.0,15940944.0,551126.0,8008402.0,45301104.0,10636741.0,5173998.0,112608773.0,15076002.0,216636400.0,151535609.0,65805256.0,85730353.0,45366161.0,15637813.0,731173.0,965.0,17.7,402.0,37508270.0,1970157886.0,2007666156.0,0.0,0.0,0.0,0.0,9706226.0,140539601.0
710,26722523.0,1180742.0,165803.0,24639833.0,159,2008,,567299579.0,567299579.0,100225352.0,466766952.0,241036490.0,13372387.0,446415.0,11970993.0,45169441.0,11313192.0,6816099.0,130448631.0,15078791.0,225730462.0,165224963.0,77488927.0,87736036.0,63957084.0,12636814.0,740168.0,969.62,17.7,408.0,37508270.0,2212888034.0,2250396304.0,0.0,0.0,0.0,0.0,9784506.0,140061264.0
711,25647668.0,1179823.0,186777.0,23482603.0,159,2009,,778280373.0,778280373.0,110262704.0,457523856.0,230073255.0,10209967.0,290433.0,9409248.0,45685024.0,12683245.0,6754953.0,124708634.0,12990341.0,227450601.0,166182379.0,72748290.0,93434089.0,67280920.0,12962700.0,781452.0,970.94,18.0,408.0,39436338.0,2298649726.0,2338086064.0,0.0,0.0,0.0,0.0,16389275.0,235707695.0
712,26067539.0,1284742.0,170203.0,24141995.0,159,2010,,1029664793.0,1029664793.0,117964343.0,442749889.0,242216770.0,12107083.0,374064.0,11201450.0,54301930.0,10626890.0,6710014.0,126514492.0,13470971.0,200533119.0,162662359.0,66703518.0,95958841.0,38930927.0,12254451.0,740844.0,1009.24,0.0,436.0,39436338.0,2657290510.0,2696726848.0,0.0,0.0,0.0,0.0,9924189.0,239465010.0
713,24700994.0,1222078.0,166613.0,22621788.0,159,2011,,1063885633.0,1063885633.0,137017615.0,457250400.0,254396643.0,14613396.0,533635.0,5304939.0,55541405.0,10735058.0,4921556.0,142340000.0,13954352.0,202853757.0,171343312.0,66376291.0,104967021.0,42057008.0,11033860.0,720246.0,1009.24,0.0,440.0,39436338.0,2951457582.0,2990893920.0,0.0,0.0,0.0,0.0,9987912.0,232537235.0
714,22292956.0,583582.0,125636.0,20621386.0,159,2012,,1173113341.0,1173040533.0,119648408.0,466713867.0,255977837.0,12047959.0,332252.0,3679377.0,60741266.0,10790213.0,5787177.0,142735114.0,14601787.0,210736030.0,166185141.0,71789816.0,94395325.0,50757095.0,10310053.0,662229.0,1009.24,0.0,440.0,39436338.0,2967244462.0,3006680800.0,0.0,0.0,0.0,0.0,16723395.0,233396240.0
715,21653664.0,799123.0,131152.0,20118253.0,159,2013,,972467054.0,972582778.0,132345933.0,474142744.0,256893950.0,8306858.0,394763.0,2282706.0,62774257.0,10254740.0,3396445.0,148561851.0,14995291.0,217248794.0,149147704.0,62719669.0,86428035.0,56197090.0,10859322.0,527419.0,1009.24,0.0,440.0,39436338.0,2986053842.0,3025490180.0,0.0,0.0,0.0,0.0,0.0,233650920.0
716,21160530.0,778905.0,135073.0,19756921.0,159,2014,,973181244.0,973182991.0,138795465.0,512136993.0,288487089.0,4601967.0,443989.0,2568466.0,76282379.0,11748173.0,7077195.0,164485064.0,15924722.0,223649904.0,134740853.0,62973541.0,71767312.0,69703501.0,4571480.0,544512.0,1009.24,0.0,440.0,39436338.0,3117714970.0,3157151308.0,0.0,0.0,0.0,0.0,10103277.0,226332525.0
717,22920228.0,2123719.0,132157.0,20206463.0,159,2015,,886290928.0,886329024.0,147011507.0,535168967.0,326373107.0,6188896.0,425233.0,2112446.0,69051020.0,11263730.0,11123623.0,203181905.0,17977826.0,208795860.0,149154323.0,71535862.0,77618461.0,45399838.0,5259969.0,532162.0,1009.24,0.0,440.0,39436338.0,3272041388.0,3311477726.0,0.0,0.0,0.0,0.0,10193280.0,140234844.0
718,21408766.0,842251.0,124439.0,19885763.0,159,2016,,866796806.0,865417617.0,163642054.0,512679738.0,318783510.0,6399410.0,429920.0,3419275.0,71833370.0,13591338.0,9677643.0,190930936.0,17859692.0,193896228.0,161227243.0,85187724.0,76039519.0,29566055.0,5163003.0,552050.0,1028.24,0.0,440.0,39436338.0,3343623046.0,3383059384.0,0.0,0.0,0.0,0.0,10260366.0,140681790.0
719,21564506.0,1421587.0,119966.0,19226835.0,159,2017,,669606474.0,668920383.0,174157531.0,518529985.0,324529322.0,5052728.0,241989.0,2864598.0,69249034.0,13698578.0,8681408.0,202820101.0,17459310.0,194000663.0,174857278.0,97478541.0,77378737.0,29412725.0,6858761.0,520660.0,1028.24,0.0,440.0,39436338.0,3434355332.0,3473791670.0,0.0,0.0,0.0,0.0,10338306.0,136637781.0
720,22102446.0,259351.0,117321.0,20452223.0,159,2018,,656545197.0,655215026.0,141596860.0,534251489.0,343180830.0,4174256.0,311.0,1631437.0,81811468.0,14269350.0,9122373.0,208342496.0,19175568.0,191070659.0,156346808.0,77644470.0,78702338.0,27782238.0,7326011.0,495449.0,1028.24,0.0,440.0,39436338.0,3590608012.0,3630044350.0,0.0,0.0,0.0,0.0,10447989.0,139058625.0
721,22094777.0,1291844.0,115177.0,20579299.0,159,2019,,648737757.0,646474580.0,159872678.0,517461692.0,321874418.0,5291861.0,585.0,2085970.0,81463248.0,14080598.0,7322126.0,190192054.0,16868736.0,195587274.0,146377949.0,70152811.0,76225138.0,24770962.0,6963533.0,479032.0,1039.64,0.0,442.0,39436338.0,3794203698.0,3833640036.0,0.0,0.0,0.0,0.0,10556772.0,136414401.0
722,21912439.0,742876.0,97392.0,20544059.0,159,2020,,524877727.0,523130089.0,155000628.0,550379088.0,345914869.0,3975460.0,5452.0,1596427.0,108395006.0,17027883.0,8859462.0,182881813.0,18248743.0,204464219.0,146567299.0,67953530.0,78613769.0,40754111.0,6943367.0,501762.0,1039.64,0.0,442.0,39436338.0,3934801862.0,3974238200.0,0.0,0.0,0.0,0.0,10551873.0,127122603.0
723,57357269.0,4800056.0,90585.0,42303158.0,159,2021,,556760478.0,555992672.0,163108693.0,628034130.0,393120533.0,4296403.0,120551.0,1959521.0,117497243.0,14738398.0,8239881.0,220198721.0,21540345.0,234913597.0,163227319.0,80725623.0,82501696.0,38884487.0,6712675.0,595791.0,519.82,0.0,221.0,19718169.0,1995946483.0,2015664652.0,0.0,0.0,0.0,0.0,17652851.0,211520899.0
724,47501527.0,1834075.0,95735.0,35129604.0,160,1994,1052106.0,182505022.0,178867861.0,46256329.0,69137862.0,34821353.0,2250204.0,1528824.0,1062367.0,23758190.0,1973483.0,34936.0,3287152.0,479872.0,34316509.0,15940332.0,8837044.0,7103288.0,2230171.0,2540995.0,990918.0,34840.61,527.92,219.0,278877111.0,1186022820.0,1464899930.0,2972760.0,19397925.0,0.0,22370685.0,3952351.0,52073038.0
725,51779110.0,1790972.0,97778.0,36950305.0,160,1995,947050.0,210444861.0,205224645.0,38994601.0,70030957.0,32002238.0,2427571.0,1446103.0,500141.0,22484514.0,1284895.0,17034.0,3116410.0,375446.0,38028719.0,15796313.0,7772444.0,8023869.0,2376314.0,2051132.0,681848.0,11705.0,160.42000000000002,478.0,233136834.0,767245896.0,1000382730.0,1363696.0,13074942.0,0.0,14438638.0,4308096.0,147801220.0
726,53385260.0,1947224.0,109927.0,37944793.0,160,1996,1072881.0,216204852.0,211494506.0,38914658.0,69443731.0,36402279.0,2084209.0,1277779.0,398195.0,27375929.0,1116868.0,,3669064.0,243954.0,33041452.0,16721322.0,7702177.0,9019145.0,2706878.0,2719602.0,613328.0,11716.16,163.36,496.0,234053658.0,787243584.0,1021297242.0,1226654.0,10909630.0,0.0,12136284.0,4434532.0,113558337.0
727,54540967.0,1667814.0,107841.0,38865421.0,160,1997,376442.0,194629503.0,190400103.0,36962453.0,52414173.0,26196437.0,1117991.0,752793.0,92000.0,19852027.0,1101001.0,283662.0,1732431.0,1262003.0,26217736.0,19557453.0,7338450.0,12219003.0,2306903.0,1133709.0,456559.0,11173.64,300.42,690.0,194218500.0,843984996.0,1038203496.0,913118.0,10615136.0,0.0,11528254.0,4552856.0,116965963.0
728,56440522.0,1861993.0,102477.0,40049754.0,160,1998,1613953.0,154708494.0,144086963.0,44007045.0,61128377.0,36437614.0,1267533.0,565376.0,68877.0,30685118.0,1410268.0,352486.0,960605.0,1127351.0,24690763.0,37547665.0,7630880.0,29916785.0,1342901.0,2046213.0,523709.0,11255.22,300.42,714.0,257197582.0,828104508.0,1085302090.0,1047420.0,11850474.0,0.0,12897894.0,4674200.0,160199016.0
729,56797612.0,1949233.0,89218.0,40217290.0,160,1999,1692329.0,188212841.0,175858863.0,62538935.0,80884307.0,53987645.0,27987.0,799875.0,27008.0,48121870.0,1785430.0,120630.0,2185313.0,919532.0,26896662.0,38524020.0,10355556.0,28168464.0,1475272.0,2225764.0,564237.0,11247.34,300.42,718.0,257202676.0,831533154.0,1088735830.0,1128472.0,13746204.0,0.0,14874676.0,4797824.0,160869160.0
730,58846669.0,2104461.0,89423.0,41999963.0,160,2000,2106660.0,234953059.0,225001911.0,78291808.0,63024341.0,34196652.0,111915.0,1064576.0,186605.0,26311321.0,3445207.0,1345623.0,1182325.0,549080.0,28827689.0,40586084.0,9645784.0,30940300.0,814225.0,1942819.0,350423.0,11272.72,300.42,730.0,257202676.0,834574874.0,1091777550.0,700844.0,16232604.0,0.0,16933448.0,4919088.0,167999852.0
731,55577371.0,1924778.0,91993.0,40648720.0,160,2001,2671799.0,191931355.0,184629613.0,66813145.0,59037261.0,28812302.0,164599.0,871618.0,1486685.0,19250715.0,4364167.0,991497.0,1683021.0,,30224959.0,50292591.0,9573233.0,40719358.0,820245.0,3373304.0,1036055.0,11291.84,300.42,740.0,255574962.0,915389620.0,1170964582.0,2072110.0,15716536.0,0.0,17788646.0,5051064.0,162594880.0
732,59609803.0,1988247.0,94489.0,42430720.0,160,2002,2872550.0,235257013.0,227945413.0,57995769.0,91425272.0,55224723.0,38615.0,934969.0,1804179.0,46548540.0,3538512.0,769209.0,1587427.0,,36200549.0,53713861.0,9089787.0,44624074.0,369900.0,2808634.0,1078326.0,11337.18,300.42,786.0,257849196.0,942298784.0,1200147980.0,2156652.0,14985376.0,0.0,17142028.0,5162528.0,169722880.0
733,59825050.0,2258217.0,96772.0,41927371.0,160,2003,2769034.0,244488921.0,238551700.0,77656783.0,64587478.0,28426396.0,34235.0,698886.0,11090.0,21470925.0,3201378.0,622747.0,2389439.0,,36161082.0,54387720.0,8681946.0,45705774.0,426747.0,4572025.0,1112005.0,11286.08,300.54,822.0,261396074.0,961083180.0,1222479254.0,2224010.0,13634440.0,0.0,15858450.0,5256856.0,167709484.0
734,59125366.0,2229257.0,93732.0,43586697.0,160,2004,2730193.0,277020298.0,274584601.0,92657386.0,103337384.0,46535377.0,580.0,727906.0,17839.0,39080552.0,3797725.0,615632.0,2295143.0,,56802007.0,45665087.0,9375097.0,36289990.0,35366.0,4246976.0,1261240.0,11276.32,290.22,818.0,271669382.0,969975320.0,1241644702.0,2522480.0,14955274.0,0.0,17477754.0,5357980.0,174346788.0
735,61950539.0,2321831.0,87423.0,44148207.0,160,2005,3074897.0,306937212.0,303791977.0,61295584.0,107604451.0,44776694.0,4550.0,898769.0,2592.0,35042188.0,3130445.0,685066.0,4701505.0,,62827757.0,45033568.0,8995743.0,36037825.0,1947411.0,4053441.0,1049407.0,11279.22,290.22,828.0,223734802.0,1087298178.0,1311032980.0,2098814.0,13971750.0,0.0,16070564.0,5469740.0,176592828.0
736,60133696.0,2184918.0,73571.0,43291620.0,160,2006,3076062.0,278373578.0,273054938.0,60563775.0,100025889.0,43762349.0,184702.0,1242111.0,14878.0,33544503.0,3015848.0,570048.0,4680389.0,671.0,56263540.0,45799951.0,8456459.0,37343492.0,3169481.0,2738148.0,1118560.0,11367.62,290.22,850.0,244488172.0,1114222324.0,1358710496.0,2237120.0,12373116.0,0.0,14610236.0,5583816.0,173166480.0
737,62257881.0,2357277.0,75991.0,44515184.0,160,2007,3407126.0,274337336.0,269167999.0,62571735.0,111899793.0,50312378.0,186629.0,212697.0,1126514.0,39031667.0,3730588.0,462349.0,4245651.0,,61587415.0,56756057.0,13483664.0,43272393.0,3900096.0,3279555.0,1287585.0,11425.52,290.22,872.0,246216694.0,1166726986.0,1412943680.0,2575170.0,21708702.0,0.0,24283872.0,2847518.0,178060736.0
738,60462195.0,2268699.0,77679.0,43786847.0,160,2008,3032118.0,289345025.0,285798665.0,77348239.0,105567384.0,43686027.0,290811.0,,1184016.0,32698350.0,3758408.0,260789.0,4051888.0,,61881357.0,58347783.0,14827760.0,43520023.0,3501627.0,3801860.0,739842.0,11453.52,290.22,896.0,246331596.0,1263297106.0,1509628702.0,1479684.0,21990970.0,0.0,23470654.0,5789696.0,175147388.0
739,59263680.0,2241680.0,75360.0,42980718.0,160,2009,2337685.0,282302365.0,279027818.0,60281983.0,118393659.0,60972215.0,1092402.0,1268506.0,3177731.0,46148070.0,3374971.0,225600.0,3758132.0,144941.0,57421444.0,59134415.0,19334099.0,39800316.0,3129832.0,4046033.0,658954.0,11765.019999999999,282.2,920.0,249928990.0,1308197326.0,1558126316.0,1317908.0,28528992.0,0.0,29846900.0,5847496.0,171922872.0
740,62174167.0,2379223.0,92942.0,45703382.0,160,2010,2241514.0,302204137.0,298077713.0,64552487.0,115565059.0,58840343.0,826280.0,860626.0,2544525.0,44388022.0,3480781.0,99391.0,4154828.0,191227.0,56724716.0,62721986.0,18227180.0,44494806.0,2896258.0,3397877.0,623799.0,11767.58,282.2,948.0,249928990.0,1337077620.0,1587006610.0,1247598.0,25673296.0,0.0,26920894.0,5755556.0,182813528.0
741,58617113.0,2299435.0,94553.0,43618260.0,160,2011,2500046.0,304990848.0,302864900.0,69967969.0,144204871.0,85140712.0,864193.0,854022.0,1981188.0,72475046.0,2958086.0,16748.0,3182318.0,213261.0,59064159.0,74415365.0,20765795.0,53649570.0,2569038.0,2469541.0,599215.0,12039.46,282.2,992.0,317211388.0,1521810876.0,1839022264.0,1198430.0,30699354.0,0.0,31897784.0,5780632.0,174473040.0
742,60804119.0,2320639.0,93337.0,42520804.0,160,2012,3169484.0,424956075.0,419774138.0,82246379.0,123878251.0,67496044.0,817610.0,846882.0,2029989.0,50668275.0,5960352.0,24020.0,3848170.0,339433.0,56382207.0,65878418.0,29378037.0,36500381.0,1782406.0,2740930.0,623631.0,12113.14,282.2,994.0,337683466.0,1583136516.0,1920819982.0,0.0,0.0,0.0,0.0,5827236.0,170083216.0
743,62594984.0,2297188.0,93733.0,43120581.0,160,2013,3845689.0,349516924.0,350350790.0,114152812.0,130113877.0,74823155.0,719993.0,804888.0,2226651.0,59187922.0,3972290.0,14380.0,4048060.0,997549.0,55290722.0,61418950.0,42217966.0,19200984.0,1031807.0,4002821.0,726365.0,12161.62,282.2,1010.0,345385020.0,1680565094.0,2025950114.0,1452730.0,60423084.0,0.0,61875814.0,5880156.0,172482324.0
744,65530544.0,2569967.0,89529.0,44065500.0,160,2014,5409817.0,296661187.0,295579406.0,74012399.0,178322258.0,135867076.0,419863.0,1961780.0,5053764.0,110054311.0,5969184.0,-3971.0,4871607.0,2362.0,42455182.0,54335766.0,38447798.0,15887968.0,3521477.0,1112345.0,1435711.0,12161.619999999999,282.2,1010.0,345385430.0,1731124370.0,2076509800.0,2871422.0,58110150.0,0.0,60981572.0,5945148.0,176262000.0
745,67502082.0,2533562.0,87960.0,43574984.0,160,2015,6006770.0,299516247.0,299975349.0,100816653.0,138635530.0,93914813.0,908083.0,1717984.0,3479012.0,70815301.0,4832818.0,15336.0,5153125.0,13916.0,44720717.0,38718784.0,21786583.0,16932201.0,4081995.0,745573.0,1159007.0,12279.38,282.2,1270.0,357244436.0,2254892012.0,2612136448.0,2318014.0,27903718.0,0.0,30221732.0,6026138.0,174299936.0
746,71666631.0,2527023.0,87454.0,43867827.0,160,2016,5214815.0,340665951.0,339268413.0,116700862.0,165907007.0,116091977.0,798661.0,1801325.0,1426022.0,96344656.0,4077049.0,1296.0,4822769.0,8189.0,49815030.0,46483036.0,31415217.0,15067819.0,4712175.0,191075.0,844247.0,12279.38,282.2,1270.0,357272912.0,2403501316.0,2760774228.0,1688494.0,47035848.0,0.0,48724342.0,6105686.0,175471306.0
747,69146166.0,2239026.0,84404.0,43270010.0,160,2017,4189184.0,314453093.0,313695984.0,81825259.0,153498427.0,95489805.0,751963.0,1638226.0,-444674.0,77989270.0,3185541.0,17474.0,4550204.0,12553.0,58008622.0,38809342.0,19394670.0,19414672.0,4512350.0,784874.0,910085.0,12512.56,0.0,1434.0,716086268.0,5203512008.0,5919598276.0,1820170.0,23521790.0,0.0,25341960.0,6189984.0,173080040.0
748,71971147.0,2533249.0,105149.0,44827278.0,160,2018,4689874.0,383438701.0,382754438.0,134784940.0,200045181.0,144596082.0,1100853.0,1581599.0,317018.0,121847376.0,2084060.0,887430.0,8095371.0,426045.0,55449099.0,38835812.0,21027150.0,17808662.0,4881127.0,1879064.0,870995.0,18795.81,0.0,6813.0,560660814.0,4168160541.0,4728821355.0,2612985.0,37437525.0,0.0,40050510.0,6284044.0,179309112.0
749,70522032.0,2070973.0,94234.0,44190984.0,160,2019,4378366.0,319693610.0,319409222.0,103619883.0,174450366.0,117980486.0,1401845.0,1645579.0,1025486.0,96028005.0,2618254.0,2865.0,6416808.0,1073847.0,56469880.0,41068230.0,21950924.0,19117306.0,5970409.0,2108720.0,789800.0,18794.85,0.0,6831.0,561004620.0,4425625383.0,4986630003.0,2369400.0,43737351.0,0.0,46106751.0,6363876.0,176763936.0
750,67351027.0,2019907.0,90976.0,42253884.0,160,2020,4485048.0,271666592.0,272918502.0,43330797.0,162669048.0,114476845.0,1148091.0,1659296.0,2627911.0,93251655.0,2822956.0,1296.0,5384679.0,710876.0,48192203.0,41375380.0,25180837.0,16194543.0,7184952.0,1697009.0,479139.0,18897.420000000002,0.0,6870.0,559572168.0,5077845000.0,5637417168.0,1437417.0,51999291.0,0.0,53436708.0,6478816.0,169015536.0
751,69313174.0,2346288.0,84623.0,43336959.0,160,2021,4876865.0,359421088.0,358641473.0,124132947.0,158095602.0,99143937.0,1313626.0,1617254.0,420294.0,80264817.0,2631849.0,,5342236.0,1032076.0,58951665.0,47000182.0,28646192.0,18353990.0,6616054.0,2319468.0,556970.0,6292.849999999999,0.0,2297.0,201616058.0,1821623948.0,2023240006.0,556970.0,20821544.0,0.0,21378514.0,8220895.0,215751871.0
752,31694399.0,1495259.0,184524.0,27675220.0,161,1994,,127512477.0,124119227.0,30320801.0,53874433.0,25823090.0,934747.0,783475.0,663283.0,14129413.0,3898223.0,435701.0,2022802.0,1208203.0,28051343.0,13282512.0,7431675.0,5850837.0,1115453.0,2465917.0,221116.0,11155.54,2004.4299999999998,461.0,162529714.0,1624074494.0,1786604208.0,482384.0,4646026.0,0.0,5128410.0,3731625.0,83025660.0
753,34723566.0,2168195.0,152774.0,29499476.0,161,1995,,107578783.0,104570490.0,27109015.0,51975842.0,19876944.0,700374.0,767657.0,333892.0,11208877.0,3665326.0,472393.0,1324223.0,76528.0,32098898.0,13548006.0,7664010.0,5883996.0,2557632.0,3294220.0,1412.0,7928.2,448.4,240.0,76267472.0,821249114.0,897516586.0,3188.0,4619282.0,0.0,4622470.0,3815307.0,88498428.0
754,35334439.0,1676567.0,165344.0,30784795.0,161,1996,,106900780.0,106172581.0,34471351.0,53009811.0,23763909.0,776900.0,621425.0,250992.0,14546179.0,4121132.0,296918.0,1020985.0,608769.0,29245902.0,16543311.0,7936772.0,8606539.0,2075733.0,2634082.0,2.0,7926.6,448.6,242.0,81993434.0,842806284.0,924799718.0,4.0,5378772.0,0.0,5378776.0,3876171.0,92354385.0
755,35286739.0,1786261.0,210605.0,30850268.0,161,1997,,102025022.0,101261968.0,27157761.0,60430976.0,27606739.0,862078.0,587729.0,285662.0,17320632.0,4072065.0,417437.0,1030910.0,995233.0,32824237.0,15359563.0,8829543.0,6530020.0,2184253.0,3411449.0,,8046.799999999999,1012.4,266.0,83109110.0,864924430.0,948033540.0,0.0,6250014.0,0.0,6250014.0,3943473.0,92550804.0
756,39287572.0,1860004.0,176491.0,33386612.0,161,1998,,90707915.0,90050115.0,55293353.0,66215952.0,29133742.0,1010811.0,677279.0,235618.0,18132205.0,4054574.0,321333.0,1447935.0,1093609.0,37082210.0,22923489.0,9982932.0,12940557.0,2534262.0,2901056.0,,8010.72,909.06,148.0,83672350.0,887884000.0,971556350.0,0.0,1608076.0,0.0,1608076.0,5363344.0,133546448.0
757,40749390.0,2326200.0,125923.0,33441029.0,161,1999,,60691398.0,59924251.0,40204347.0,76643197.0,27373093.0,934965.0,949379.0,200702.0,14961168.0,4396467.0,391932.0,1858203.0,1723558.0,49270104.0,33366228.0,10191325.0,23174903.0,2947089.0,3232937.0,,8417.44,907.26,172.0,85433508.0,911569336.0,997002844.0,0.0,5547812.0,0.0,5547812.0,5506316.0,133764116.0
758,42718934.0,2551961.0,125909.0,34831964.0,161,2000,,126318087.0,125780215.0,35871056.0,77242720.0,25960954.0,921625.0,815922.0,220220.0,13475758.0,4625293.0,552095.0,1734096.0,1313719.0,51281766.0,30065236.0,12509865.0,17555371.0,3559159.0,3751607.0,,7848.36,893.26,156.0,99624918.0,927549158.0,1027174076.0,0.0,7961822.0,0.0,7961822.0,5601124.0,139327860.0
759,41812569.0,1689727.0,140539.0,35262906.0,161,2001,,41919471.0,41318008.0,35807186.0,72686192.0,26781596.0,1047145.0,847017.0,224742.0,13418075.0,5570838.0,573568.0,1314590.0,1802944.0,45904596.0,32594176.0,10496029.0,22098147.0,2179768.0,2535686.0,,7862.320000000001,893.26,158.0,83697690.0,947232558.0,1030930248.0,0.0,7200074.0,0.0,7200074.0,5779752.0,141051624.0
760,43573215.0,2417835.0,116426.0,36859347.0,161,2002,,152985718.0,146517586.0,34832467.0,81951879.0,14675967.0,64978.0,34638.0,625363.0,12326557.0,1039925.0,991.0,33940.0,419750.0,67275912.0,31498882.0,11329202.0,20169680.0,640056.0,5124045.0,56406.0,11882.1,1339.8899999999999,237.0,125546535.0,1453586808.0,1579133343.0,112812.0,14980031.0,0.0,15092843.0,2951522.0,73718694.0
761,44874294.0,2476411.0,118565.0,37956702.0,161,2003,2137262.0,192607162.0,196580338.0,54268380.0,92963867.0,36678278.0,643245.0,953.0,14462968.0,19547487.0,1419548.0,108994.0,304828.0,189616.0,56285589.0,27658972.0,11677554.0,15981418.0,232.0,3202161.0,52708.0,11939.880000000001,1339.8899999999999,243.0,125546535.0,1485067122.0,1610613657.0,105416.0,17161726.0,0.0,17267142.0,3020988.0,75913404.0
762,46067380.0,2654604.0,118826.0,38193103.0,161,2004,4081995.0,188918635.0,188134653.0,73601224.0,84943583.0,25947544.0,302881.0,13207.0,7069177.0,16320272.0,1792763.0,31305.0,302478.0,115461.0,58996039.0,26716032.0,10486184.0,16229848.0,2156.0,4711997.0,312673.0,11954.49,1339.8899999999999,243.0,125546535.0,1493333805.0,1618880340.0,625346.0,16752248.0,0.0,17377594.0,3097204.0,76386206.0
763,47139113.0,2370668.0,135773.0,39176586.0,161,2005,3946840.0,315130232.0,306221799.0,56148675.0,131357502.0,66855003.0,118994.0,638647.0,8051040.0,44201168.0,2282389.0,41130.0,9655614.0,1866021.0,64502499.0,32343912.0,10890841.0,21453071.0,1275124.0,1318912.0,405758.0,12657.21,1613.22,222.0,185113272.0,1708946463.0,1894059735.0,811516.0,14476158.0,0.0,15287674.0,3166782.0,78353172.0
764,46353599.0,2224042.0,164778.0,39431837.0,161,2006,3998893.0,190260852.0,194848639.0,50064147.0,129650308.0,63302582.0,555542.0,823927.0,15947716.0,31190330.0,2575087.0,131795.0,9869250.0,2208935.0,66347726.0,36375160.0,14326395.0,22048765.0,-116945.0,1413089.0,485230.0,12861.48,1629.06,222.0,174548217.0,1951998927.0,2126547144.0,1455690.0,21214587.0,0.0,22670277.0,3240746.0,78863674.0
