,report_year,utility_id_ferc1,utility_name_ferc1,state,additions,ferc_account_label
317762,2015,382,"entergy mississippi, llc",MA,89474655.0,distribution_plant
317894,2015,382,"entergy mississippi, llc",MA,34188191.0,transmission_plant
317927,2016,382,"entergy mississippi, llc",MA,126881770.0,distribution_plant
318050,2016,382,"entergy mississippi, llc",MA,103376419.0,transmission_plant
318083,2017,382,"entergy mississippi, llc",MA,125919141.0,distribution_plant
318206,2017,382,"entergy mississippi, llc",MA,190527851.0,transmission_plant
318242,2018,382,"entergy mississippi, llc",MA,132373284.0,distribution_plant
318365,2018,382,"entergy mississippi, llc",MA,170199847.0,transmission_plant
318401,2019,382,"entergy mississippi, llc",MA,204869044.0,distribution_plant
318524,2019,382,"entergy mississippi, llc",MA,115319613.0,transmission_plant
318560,2020,382,"entergy mississippi, llc",MA,224037829.0,distribution_plant
318683,2020,382,"entergy mississippi, llc",MA,130522062.0,transmission_plant
318755,2021,382,"entergy mississippi, llc",MA,302333457.0,distribution_plant
318965,2021,382,"entergy mississippi, llc",MA,175899979.0,transmission_plant
330258,1998,402,"East Texas Electric Cooperative, Inc.",TX,31412882.0,transmission_plant
330324,1999,402,"East Texas Electric Cooperative, Inc.",TX,10295687.0,transmission_plant
330398,2000,402,"East Texas Electric Cooperative, Inc.",TX,772948.0,transmission_plant
330472,2001,402,"East Texas Electric Cooperative, Inc.",TX,603178.0,transmission_plant
330546,2002,402,"East Texas Electric Cooperative, Inc.",TX,112670.0,transmission_plant
330627,2003,402,"East Texas Electric Cooperative, Inc.",TX,90305.0,transmission_plant
330649,2004,402,"East Texas Electric Cooperative, Inc.",TX,210812.0,transmission_plant
338718,2006,426,Nantucket Electric Company,MA,42250294.0,distribution_plant
