,report_year,utility_id_ferc1,utility_name_ferc1,dollar_value,expense_type
648,1994.0,3,Boston Edison Company,77016493.0,distribution_expenses
665,1994.0,3,Boston Edison Company,5420532.0,injuries_and_damages
764,1994.0,3,Boston Edison Company,27491813.0,transmission_expenses
785,1995.0,3,Boston Edison Company,78546963.0,distribution_expenses
802,1995.0,3,Boston Edison Company,12409279.0,injuries_and_damages
901,1995.0,3,Boston Edison Company,23312288.0,transmission_expenses
922,1996.0,3,Boston Edison Company,74191044.0,distribution_expenses
936,1996.0,3,Boston Edison Company,7396423.0,injuries_and_damages
1032,1996.0,3,Boston Edison Company,19946329.0,transmission_expenses
1052,1997.0,3,Boston Edison Company,78232991.0,distribution_expenses
1065,1997.0,3,Boston Edison Company,5733060.0,injuries_and_damages
1155,1997.0,3,Boston Edison Company,27006099.0,transmission_expenses
1172,1998.0,3,Boston Edison Company,79370513.0,distribution_expenses
1183,1998.0,3,Boston Edison Company,7877751.0,injuries_and_damages
1264,1998.0,3,Boston Edison Company,30860109.0,transmission_expenses
1284,1999.0,3,Boston Edison Company,71214727.0,distribution_expenses
1299,1999.0,3,Boston Edison Company,8439962.0,injuries_and_damages
1397,1999.0,3,Boston Edison Company,47375093.0,transmission_expenses
1418,2000.0,3,Boston Edison Company,81209736.0,distribution_expenses
1433,2000.0,3,Boston Edison Company,5675568.0,injuries_and_damages
1527,2000.0,3,Boston Edison Company,73039849.0,transmission_expenses
1548,2001.0,3,Boston Edison Company,80066475.0,distribution_expenses
1563,2001.0,3,Boston Edison Company,7335521.0,injuries_and_damages
1655,2001.0,3,Boston Edison Company,74105877.0,transmission_expenses
1676,2002.0,3,Boston Edison Company,83035151.0,distribution_expenses
1691,2002.0,3,Boston Edison Company,8476934.0,injuries_and_damages
1782,2002.0,3,Boston Edison Company,90150692.0,transmission_expenses
1803,2003.0,3,Boston Edison Company,73698039.0,distribution_expenses
1818,2003.0,3,Boston Edison Company,4820868.0,injuries_and_damages
1907,2003.0,3,Boston Edison Company,87742193.0,transmission_expenses
1925,2004.0,3,Boston Edison Company,73661534.0,distribution_expenses
1931,2004.0,3,Boston Edison Company,5787155.0,injuries_and_damages
1977,2004.0,3,Boston Edison Company,94602430.0,transmission_expenses
1994,2005.0,3,Boston Edison Company,81751959.0,distribution_expenses
2000,2005.0,3,Boston Edison Company,12242457.0,injuries_and_damages
2046,2005.0,3,Boston Edison Company,110238373.0,transmission_expenses
2063,2006.0,3,Boston Edison Company,86707718.0,distribution_expenses
2069,2006.0,3,Boston Edison Company,1209262.0,injuries_and_damages
2125,2006.0,3,Boston Edison Company,191950916.0,transmission_expenses
2146,1994.0,4,Cambridge Electric Light Company,2737037.0,distribution_expenses
2163,1994.0,4,Cambridge Electric Light Company,575886.0,injuries_and_damages
2262,1994.0,4,Cambridge Electric Light Company,7495219.0,transmission_expenses
2283,1995.0,4,Cambridge Electric Light Company,2850491.0,distribution_expenses
2300,1995.0,4,Cambridge Electric Light Company,-374754.0,injuries_and_damages
2399,1995.0,4,Cambridge Electric Light Company,7139927.0,transmission_expenses
2420,1996.0,4,Cambridge Electric Light Company,2981073.0,distribution_expenses
2437,1996.0,4,Cambridge Electric Light Company,419326.0,injuries_and_damages
2536,1996.0,4,Cambridge Electric Light Company,6487831.0,transmission_expenses
2553,1997.0,4,Cambridge Electric Light Company,4085006.0,distribution_expenses
2563,1997.0,4,Cambridge Electric Light Company,1012341.0,injuries_and_damages
2623,1997.0,4,Cambridge Electric Light Company,5611845.0,transmission_expenses
2638,1998.0,4,Cambridge Electric Light Company,4620717.0,distribution_expenses
2648,1998.0,4,Cambridge Electric Light Company,972906.0,injuries_and_damages
2710,1998.0,4,Cambridge Electric Light Company,6656303.0,transmission_expenses
2729,1999.0,4,Cambridge Electric Light Company,5194649.0,distribution_expenses
2744,1999.0,4,Cambridge Electric Light Company,-341418.0,injuries_and_damages
2839,1999.0,4,Cambridge Electric Light Company,8196491.0,transmission_expenses
2860,2000.0,4,Cambridge Electric Light Company,6073273.0,distribution_expenses
2875,2000.0,4,Cambridge Electric Light Company,336629.0,injuries_and_damages
2970,2000.0,4,Cambridge Electric Light Company,11421556.0,transmission_expenses
2991,2001.0,4,Cambridge Electric Light Company,5308578.0,distribution_expenses
3006,2001.0,4,Cambridge Electric Light Company,139655.0,injuries_and_damages
3098,2001.0,4,Cambridge Electric Light Company,11282735.0,transmission_expenses
3119,2002.0,4,Cambridge Electric Light Company,3315172.0,distribution_expenses
3134,2002.0,4,Cambridge Electric Light Company,-92200.0,injuries_and_damages
3226,2002.0,4,Cambridge Electric Light Company,13101702.0,transmission_expenses
3247,2003.0,4,Cambridge Electric Light Company,4151433.0,distribution_expenses
3262,2003.0,4,Cambridge Electric Light Company,303606.0,injuries_and_damages
3351,2003.0,4,Cambridge Electric Light Company,15258181.0,transmission_expenses
3369,2004.0,4,Cambridge Electric Light Company,3817192.0,distribution_expenses
3375,2004.0,4,Cambridge Electric Light Company,413844.0,injuries_and_damages
3420,2004.0,4,Cambridge Electric Light Company,21598035.0,transmission_expenses
3437,2005.0,4,Cambridge Electric Light Company,4699891.0,distribution_expenses
3443,2005.0,4,Cambridge Electric Light Company,368101.0,injuries_and_damages
3487,2005.0,4,Cambridge Electric Light Company,27621655.0,transmission_expenses
3504,2006.0,4,Cambridge Electric Light Company,4526294.0,distribution_expenses
3510,2006.0,4,Cambridge Electric Light Company,1175728.0,injuries_and_damages
3565,2006.0,4,Cambridge Electric Light Company,35020876.0,transmission_expenses
3587,1994.0,5,CANAL ELECTRIC COMPANY,982415.0,injuries_and_damages
3630,1994.0,5,CANAL ELECTRIC COMPANY,5418534.0,transmission_expenses
3654,1995.0,5,CANAL ELECTRIC COMPANY,-201156.0,injuries_and_damages
3703,1995.0,5,CANAL ELECTRIC COMPANY,4841638.0,transmission_expenses
3722,1996.0,5,CANAL ELECTRIC COMPANY,582434.0,injuries_and_damages
3769,1996.0,5,CANAL ELECTRIC COMPANY,4140416.0,transmission_expenses
3785,1997.0,5,CANAL ELECTRIC COMPANY,677203.0,injuries_and_damages
3825,1997.0,5,CANAL ELECTRIC COMPANY,4055485.0,transmission_expenses
3841,1998.0,5,CANAL ELECTRIC COMPANY,805800.0,injuries_and_damages
3881,1998.0,5,CANAL ELECTRIC COMPANY,3880276.0,transmission_expenses
3909,1999.0,5,CANAL ELECTRIC COMPANY,69492.0,injuries_and_damages
4003,1999.0,5,CANAL ELECTRIC COMPANY,3666380.0,transmission_expenses
4022,2000.0,5,CANAL ELECTRIC COMPANY,3507.0,distribution_expenses
4036,2000.0,5,CANAL ELECTRIC COMPANY,320683.0,injuries_and_damages
4130,2000.0,5,CANAL ELECTRIC COMPANY,3494979.0,transmission_expenses
4163,2001.0,5,CANAL ELECTRIC COMPANY,-21159.0,injuries_and_damages
4253,2001.0,5,CANAL ELECTRIC COMPANY,3350191.0,transmission_expenses
4284,2002.0,5,CANAL ELECTRIC COMPANY,19669.0,injuries_and_damages
4374,2002.0,5,CANAL ELECTRIC COMPANY,3188350.0,transmission_expenses
11970,1994.0,11,Commonwealth Electric Company,17297206.0,distribution_expenses
11981,1994.0,11,Commonwealth Electric Company,1291520.0,injuries_and_damages
12049,1994.0,11,Commonwealth Electric Company,6324257.0,transmission_expenses
12064,1995.0,11,Commonwealth Electric Company,18698677.0,distribution_expenses
12075,1995.0,11,Commonwealth Electric Company,-449004.0,injuries_and_damages
12146,1995.0,11,Commonwealth Electric Company,5389147.0,transmission_expenses
12161,1996.0,11,Commonwealth Electric Company,21305706.0,distribution_expenses
12172,1996.0,11,Commonwealth Electric Company,2596275.0,injuries_and_damages
12243,1996.0,11,Commonwealth Electric Company,5230637.0,transmission_expenses
12258,1997.0,11,Commonwealth Electric Company,25238942.0,distribution_expenses
12269,1997.0,11,Commonwealth Electric Company,1921982.0,injuries_and_damages
12339,1997.0,11,Commonwealth Electric Company,6666586.0,transmission_expenses
12354,1998.0,11,Commonwealth Electric Company,20041517.0,distribution_expenses
12365,1998.0,11,Commonwealth Electric Company,1516148.0,injuries_and_damages
12434,1998.0,11,Commonwealth Electric Company,8584691.0,transmission_expenses
12453,1999.0,11,Commonwealth Electric Company,26778327.0,distribution_expenses
12468,1999.0,11,Commonwealth Electric Company,375444.0,injuries_and_damages
12563,1999.0,11,Commonwealth Electric Company,12266087.0,transmission_expenses
12584,2000.0,11,Commonwealth Electric Company,29849889.0,distribution_expenses
12599,2000.0,11,Commonwealth Electric Company,1304091.0,injuries_and_damages
12694,2000.0,11,Commonwealth Electric Company,20317662.0,transmission_expenses
12715,2001.0,11,Commonwealth Electric Company,34506521.0,distribution_expenses
12730,2001.0,11,Commonwealth Electric Company,-798818.0,injuries_and_damages
12821,2001.0,11,Commonwealth Electric Company,19331776.0,transmission_expenses
12842,2002.0,11,Commonwealth Electric Company,33785681.0,distribution_expenses
12857,2002.0,11,Commonwealth Electric Company,1205082.0,injuries_and_damages
12946,2002.0,11,Commonwealth Electric Company,22167296.0,transmission_expenses
12967,2003.0,11,Commonwealth Electric Company,32621085.0,distribution_expenses
12982,2003.0,11,Commonwealth Electric Company,1071944.0,injuries_and_damages
13071,2003.0,11,Commonwealth Electric Company,21203578.0,transmission_expenses
13089,2004.0,11,Commonwealth Electric Company,30667134.0,distribution_expenses
13095,2004.0,11,Commonwealth Electric Company,1244308.0,injuries_and_damages
13142,2004.0,11,Commonwealth Electric Company,21061094.0,transmission_expenses
13159,2005.0,11,Commonwealth Electric Company,32627015.0,distribution_expenses
13165,2005.0,11,Commonwealth Electric Company,961941.0,injuries_and_damages
13212,2005.0,11,Commonwealth Electric Company,22520833.0,transmission_expenses
13230,2006.0,11,Commonwealth Electric Company,28826123.0,distribution_expenses
13236,2006.0,11,Commonwealth Electric Company,1600395.0,injuries_and_damages
13291,2006.0,11,Commonwealth Electric Company,22912269.0,transmission_expenses
14538,1994.0,13,Eastern Edison Company,13274023.0,distribution_expenses
14545,1994.0,13,Eastern Edison Company,1205198.0,injuries_and_damages
14590,1994.0,13,Eastern Edison Company,450720.0,transmission_expenses
14605,1995.0,13,Eastern Edison Company,14788713.0,distribution_expenses
14612,1995.0,13,Eastern Edison Company,1637995.0,injuries_and_damages
14656,1995.0,13,Eastern Edison Company,376976.0,transmission_expenses
14671,1996.0,13,Eastern Edison Company,16851368.0,distribution_expenses
14678,1996.0,13,Eastern Edison Company,854671.0,injuries_and_damages
14728,1996.0,13,Eastern Edison Company,398251.0,transmission_expenses
14743,1997.0,13,Eastern Edison Company,16149216.0,distribution_expenses
14749,1997.0,13,Eastern Edison Company,1627227.0,injuries_and_damages
14799,1997.0,13,Eastern Edison Company,528933.0,transmission_expenses
14814,1998.0,13,Eastern Edison Company,14329450.0,distribution_expenses
14820,1998.0,13,Eastern Edison Company,598848.0,injuries_and_damages
14865,1998.0,13,Eastern Edison Company,435390.0,transmission_expenses
14883,1999.0,13,Eastern Edison Company,14337877.0,distribution_expenses
14898,1999.0,13,Eastern Edison Company,1338165.0,injuries_and_damages
14987,1999.0,13,Eastern Edison Company,423004.0,transmission_expenses
15008,2000.0,13,Eastern Edison Company,5040049.0,distribution_expenses
15023,2000.0,13,Eastern Edison Company,305041.0,injuries_and_damages
15112,2000.0,13,Eastern Edison Company,117531.0,transmission_expenses
27525,1994.0,29,Montaup Electric Company,2323335.0,injuries_and_damages
27581,1994.0,29,Montaup Electric Company,13183667.0,transmission_expenses
27600,1995.0,29,Montaup Electric Company,1351227.0,injuries_and_damages
27666,1995.0,29,Montaup Electric Company,14378800.0,transmission_expenses
27684,1996.0,29,Montaup Electric Company,1054163.0,injuries_and_damages
27742,1996.0,29,Montaup Electric Company,13671091.0,transmission_expenses
27761,1997.0,29,Montaup Electric Company,907650.0,injuries_and_damages
27819,1997.0,29,Montaup Electric Company,15800055.0,transmission_expenses
27836,1998.0,29,Montaup Electric Company,888235.0,injuries_and_damages
27893,1998.0,29,Montaup Electric Company,12847959.0,transmission_expenses
27921,1999.0,29,Montaup Electric Company,91328.0,injuries_and_damages
28018,1999.0,29,Montaup Electric Company,14492729.0,transmission_expenses
28050,2000.0,29,Montaup Electric Company,35282.0,injuries_and_damages
28147,2000.0,29,Montaup Electric Company,4966622.0,transmission_expenses
36851,1994.0,41,Texas-New Mexico Power Company,15856452.0,distribution_expenses
36859,1994.0,41,Texas-New Mexico Power Company,1039550.0,injuries_and_damages
36918,1994.0,41,Texas-New Mexico Power Company,10023999.0,transmission_expenses
36934,1995.0,41,Texas-New Mexico Power Company,16730925.0,distribution_expenses
36942,1995.0,41,Texas-New Mexico Power Company,1197943.0,injuries_and_damages
37001,1995.0,41,Texas-New Mexico Power Company,10377283.0,transmission_expenses
37018,1996.0,41,Texas-New Mexico Power Company,16832605.0,distribution_expenses
37026,1996.0,41,Texas-New Mexico Power Company,2036034.0,injuries_and_damages
37085,1996.0,41,Texas-New Mexico Power Company,8990221.0,transmission_expenses
37101,1997.0,41,Texas-New Mexico Power Company,17732878.0,distribution_expenses
37109,1997.0,41,Texas-New Mexico Power Company,910911.0,injuries_and_damages
37168,1997.0,41,Texas-New Mexico Power Company,11811643.0,transmission_expenses
37185,1998.0,41,Texas-New Mexico Power Company,17831110.0,distribution_expenses
37193,1998.0,41,Texas-New Mexico Power Company,1010359.0,injuries_and_damages
37251,1998.0,41,Texas-New Mexico Power Company,14591622.0,transmission_expenses
37271,1999.0,41,Texas-New Mexico Power Company,19160423.0,distribution_expenses
37286,1999.0,41,Texas-New Mexico Power Company,1384194.0,injuries_and_damages
37378,1999.0,41,Texas-New Mexico Power Company,21635305.0,transmission_expenses
37399,2000.0,41,Texas-New Mexico Power Company,20540417.0,distribution_expenses
37414,2000.0,41,Texas-New Mexico Power Company,1894997.0,injuries_and_damages
37506,2000.0,41,Texas-New Mexico Power Company,16297213.0,transmission_expenses
37527,2001.0,41,Texas-New Mexico Power Company,19599164.0,distribution_expenses
37542,2001.0,41,Texas-New Mexico Power Company,1792788.0,injuries_and_damages
37634,2001.0,41,Texas-New Mexico Power Company,16993422.0,transmission_expenses
37655,2002.0,41,Texas-New Mexico Power Company,17627766.0,distribution_expenses
37670,2002.0,41,Texas-New Mexico Power Company,1351088.0,injuries_and_damages
37762,2002.0,41,Texas-New Mexico Power Company,21951825.0,transmission_expenses
37783,2003.0,41,Texas-New Mexico Power Company,17500620.0,distribution_expenses
37798,2003.0,41,Texas-New Mexico Power Company,1412516.0,injuries_and_damages
37890,2003.0,41,Texas-New Mexico Power Company,24646089.0,transmission_expenses
37908,2004.0,41,Texas-New Mexico Power Company,16859631.0,distribution_expenses
37914,2004.0,41,Texas-New Mexico Power Company,3082945.0,injuries_and_damages
37966,2004.0,41,Texas-New Mexico Power Company,27792684.0,transmission_expenses
37983,2005.0,41,Texas-New Mexico Power Company,18857208.0,distribution_expenses
37989,2005.0,41,Texas-New Mexico Power Company,1052181.0,injuries_and_damages
38034,2005.0,41,Texas-New Mexico Power Company,27933804.0,transmission_expenses
38050,2006.0,41,Texas-New Mexico Power Company,18526875.0,distribution_expenses
38056,2006.0,41,Texas-New Mexico Power Company,1204721.0,injuries_and_damages
38100,2006.0,41,Texas-New Mexico Power Company,31543466.0,transmission_expenses
49434,1999.0,61,Inland Power & Light Company,2946521.0,distribution_expenses
49449,1999.0,61,Inland Power & Light Company,106948.0,injuries_and_damages
49538,1999.0,61,Inland Power & Light Company,58033.0,transmission_expenses
49559,2000.0,61,Inland Power & Light Company,2988802.0,distribution_expenses
49574,2000.0,61,Inland Power & Light Company,103633.0,injuries_and_damages
49663,2000.0,61,Inland Power & Light Company,58257.0,transmission_expenses
49684,2001.0,61,Inland Power & Light Company,3643023.0,distribution_expenses
49699,2001.0,61,Inland Power & Light Company,117205.0,injuries_and_damages
49788,2001.0,61,Inland Power & Light Company,99288.0,transmission_expenses
49809,2002.0,61,Inland Power & Light Company,3822274.0,distribution_expenses
49824,2002.0,61,Inland Power & Light Company,121863.0,injuries_and_damages
49913,2002.0,61,Inland Power & Light Company,2817129.0,transmission_expenses
49934,2003.0,61,Inland Power & Light Company,4044503.0,distribution_expenses
49949,2003.0,61,Inland Power & Light Company,171673.0,injuries_and_damages
50038,2003.0,61,Inland Power & Light Company,2912614.0,transmission_expenses
50055,2004.0,61,Inland Power & Light Company,4428428.0,distribution_expenses
50060,2004.0,61,Inland Power & Light Company,171018.0,injuries_and_damages
50093,2004.0,61,Inland Power & Light Company,3052610.0,transmission_expenses
59032,2005.0,104,TransCanada Hydro NorthEast Inc.,343360.0,transmission_expenses
59054,2006.0,104,TransCanada Hydro NorthEast Inc.,721907.0,transmission_expenses
59076,2007.0,104,TransCanada Hydro NorthEast Inc.,392921.0,transmission_expenses
59670,2006.0,109,"Entergy Power Ventures, LP",10443.0,transmission_expenses
59693,2007.0,109,"Entergy Power Ventures, LP",22572.0,transmission_expenses
59716,2008.0,109,"Entergy Power Ventures, LP",31277.0,transmission_expenses
59740,2009.0,109,"Entergy Power Ventures, LP",31644.0,transmission_expenses
59764,2010.0,109,"Entergy Power Ventures, LP",93593.0,transmission_expenses
59773,2006.0,110,"Warren Power, LLC",22.0,injuries_and_damages
63950,1994.0,155,Southern California Edison Company,200356676.0,distribution_expenses
63967,1994.0,155,Southern California Edison Company,34332673.0,injuries_and_damages
64066,1994.0,155,Southern California Edison Company,79949180.0,transmission_expenses
64087,1996.0,155,Southern California Edison Company,161688477.0,distribution_expenses
64104,1996.0,155,Southern California Edison Company,42416157.0,injuries_and_damages
64203,1996.0,155,Southern California Edison Company,68031586.0,transmission_expenses
64224,1997.0,155,Southern California Edison Company,177923241.0,distribution_expenses
64241,1997.0,155,Southern California Edison Company,35323658.0,injuries_and_damages
64340,1997.0,155,Southern California Edison Company,71952441.0,transmission_expenses
64360,1998.0,155,Southern California Edison Company,203753593.0,distribution_expenses
64376,1998.0,155,Southern California Edison Company,29579790.0,injuries_and_damages
64468,1998.0,155,Southern California Edison Company,192363969.0,transmission_expenses
64489,1999.0,155,Southern California Edison Company,179610761.0,distribution_expenses
64506,1999.0,155,Southern California Edison Company,34338989.0,injuries_and_damages
64605,1999.0,155,Southern California Edison Company,204709009.0,transmission_expenses
64626,2000.0,155,Southern California Edison Company,201689254.0,distribution_expenses
64643,2000.0,155,Southern California Edison Company,30824593.0,injuries_and_damages
64742,2000.0,155,Southern California Edison Company,98150456.0,transmission_expenses
64763,2001.0,155,Southern California Edison Company,200453210.0,distribution_expenses
64780,2001.0,155,Southern California Edison Company,44957189.0,injuries_and_damages
64879,2001.0,155,Southern California Edison Company,151231411.0,transmission_expenses
64900,2002.0,155,Southern California Edison Company,251208251.0,distribution_expenses
64917,2002.0,155,Southern California Edison Company,55814976.0,injuries_and_damages
65016,2002.0,155,Southern California Edison Company,127226964.0,transmission_expenses
65037,2003.0,155,Southern California Edison Company,272761773.0,distribution_expenses
65054,2003.0,155,Southern California Edison Company,83384099.0,injuries_and_damages
65153,2003.0,155,Southern California Edison Company,140744888.0,transmission_expenses
65173,2004.0,155,Southern California Edison Company,413760015.0,distribution_expenses
65189,2004.0,155,Southern California Edison Company,40932977.0,injuries_and_damages
65281,2004.0,155,Southern California Edison Company,228981024.0,transmission_expenses
65301,2005.0,155,Southern California Edison Company,328470040.0,distribution_expenses
65317,2005.0,155,Southern California Edison Company,75306946.0,injuries_and_damages
65409,2005.0,155,Southern California Edison Company,320350390.0,transmission_expenses
65431,2006.0,155,Southern California Edison Company,370328037.0,distribution_expenses
65447,2006.0,155,Southern California Edison Company,46719976.0,injuries_and_damages
65552,2006.0,155,Southern California Edison Company,299033119.0,transmission_expenses
65574,2007.0,155,Southern California Edison Company,380092467.0,distribution_expenses
65590,2007.0,155,Southern California Edison Company,71238203.0,injuries_and_damages
65695,2007.0,155,Southern California Edison Company,283847135.0,transmission_expenses
65715,2008.0,155,Southern California Edison Company,334884006.0,distribution_expenses
65731,2008.0,155,Southern California Edison Company,50150396.0,injuries_and_damages
65836,2008.0,155,Southern California Edison Company,285577500.0,transmission_expenses
65857,2009.0,155,Southern California Edison Company,416993748.0,distribution_expenses
65873,2009.0,155,Southern California Edison Company,77611100.0,injuries_and_damages
65978,2009.0,155,Southern California Edison Company,238531695.0,transmission_expenses
65999,2010.0,155,Southern California Edison Company,455932038.0,distribution_expenses
66015,2010.0,155,Southern California Edison Company,74691620.0,injuries_and_damages
66119,2010.0,155,Southern California Edison Company,252123269.0,transmission_expenses
66140,2011.0,155,Southern California Edison Company,485876026.0,distribution_expenses
66156,2011.0,155,Southern California Edison Company,62577421.0,injuries_and_damages
66259,2011.0,155,Southern California Edison Company,235054669.0,transmission_expenses
66280,2012.0,155,Southern California Edison Company,467645059.0,distribution_expenses
66296,2012.0,155,Southern California Edison Company,88220482.0,injuries_and_damages
66398,2012.0,155,Southern California Edison Company,265131506.0,transmission_expenses
66419,2013.0,155,Southern California Edison Company,461915520.0,distribution_expenses
66435,2013.0,155,Southern California Edison Company,115243086.0,injuries_and_damages
66537,2013.0,155,Southern California Edison Company,316012264.0,transmission_expenses
66557,2014.0,155,Southern California Edison Company,494880697.0,distribution_expenses
66573,2014.0,155,Southern California Edison Company,136223963.0,injuries_and_damages
66675,2014.0,155,Southern California Edison Company,243690357.0,transmission_expenses
66695,2015.0,155,Southern California Edison Company,497565592.0,distribution_expenses
66711,2015.0,155,Southern California Edison Company,98359983.0,injuries_and_damages
66813,2015.0,155,Southern California Edison Company,312493772.0,transmission_expenses
66833,2016.0,155,Southern California Edison Company,523427463.0,distribution_expenses
66848,2016.0,155,Southern California Edison Company,90935394.0,injuries_and_damages
66946,2016.0,155,Southern California Edison Company,227741355.0,transmission_expenses
66965,2017.0,155,Southern California Edison Company,523405763.0,distribution_expenses
66980,2017.0,155,Southern California Edison Company,117581984.0,injuries_and_damages
67079,2017.0,155,Southern California Edison Company,221093099.0,transmission_expenses
67098,2018.0,155,Southern California Edison Company,532926739.0,distribution_expenses
67113,2018.0,155,Southern California Edison Company,2996146771.0,injuries_and_damages
67211,2018.0,155,Southern California Edison Company,259977841.0,transmission_expenses
67230,2019.0,155,Southern California Edison Company,971076120.0,distribution_expenses
67245,2019.0,155,Southern California Edison Company,902073996.0,injuries_and_damages
67341,2019.0,155,Southern California Edison Company,458436959.0,transmission_expenses
67360,2020.0,155,Southern California Edison Company,1194442122.0,distribution_expenses
67375,2020.0,155,Southern California Edison Company,2255479067.0,injuries_and_damages
67471,2020.0,155,Southern California Edison Company,535693716.0,transmission_expenses
67495,2021.0,155,Southern California Edison Company,905314734.0,distribution_expenses
67513,2021.0,155,Southern California Edison Company,1882001326.0,injuries_and_damages
67640,2021.0,155,Southern California Edison Company,556028161.0,transmission_expenses
85165,1994.0,162,"Puget Sound Energy, Inc.",36131114.0,distribution_expenses
85181,1994.0,162,"Puget Sound Energy, Inc.",3722082.0,injuries_and_damages
85260,1994.0,162,"Puget Sound Energy, Inc.",37328256.0,transmission_expenses
85277,1995.0,162,"Puget Sound Energy, Inc.",40503184.0,distribution_expenses
85293,1995.0,162,"Puget Sound Energy, Inc.",4301904.0,injuries_and_damages
85372,1995.0,162,"Puget Sound Energy, Inc.",34230236.0,transmission_expenses
85388,1996.0,162,"Puget Sound Energy, Inc.",45613758.0,distribution_expenses
85404,1996.0,162,"Puget Sound Energy, Inc.",3601672.0,injuries_and_damages
85483,1996.0,162,"Puget Sound Energy, Inc.",40519702.0,transmission_expenses
85502,1997.0,162,"Puget Sound Energy, Inc.",46271479.0,distribution_expenses
85518,1997.0,162,"Puget Sound Energy, Inc.",2660098.0,injuries_and_damages
85601,1997.0,162,"Puget Sound Energy, Inc.",39925613.0,transmission_expenses
85620,1998.0,162,"Puget Sound Energy, Inc.",45078232.0,distribution_expenses
85636,1998.0,162,"Puget Sound Energy, Inc.",3823746.0,injuries_and_damages
85718,1998.0,162,"Puget Sound Energy, Inc.",39724698.0,transmission_expenses
85738,1999.0,162,"Puget Sound Energy, Inc.",51621727.0,distribution_expenses
85755,1999.0,162,"Puget Sound Energy, Inc.",2425309.0,injuries_and_damages
85851,1999.0,162,"Puget Sound Energy, Inc.",41730780.0,transmission_expenses
85872,2000.0,162,"Puget Sound Energy, Inc.",47663492.0,distribution_expenses
85889,2000.0,162,"Puget Sound Energy, Inc.",851928.0,injuries_and_damages
85985,2000.0,162,"Puget Sound Energy, Inc.",40588344.0,transmission_expenses
86006,2001.0,162,"Puget Sound Energy, Inc.",54298977.0,distribution_expenses
86023,2001.0,162,"Puget Sound Energy, Inc.",2632252.0,injuries_and_damages
86119,2001.0,162,"Puget Sound Energy, Inc.",40983190.0,transmission_expenses
86140,2002.0,162,"Puget Sound Energy, Inc.",59968030.0,distribution_expenses
86157,2002.0,162,"Puget Sound Energy, Inc.",3555416.0,injuries_and_damages
86253,2002.0,162,"Puget Sound Energy, Inc.",41545182.0,transmission_expenses
86274,2003.0,162,"Puget Sound Energy, Inc.",57740065.0,distribution_expenses
86291,2003.0,162,"Puget Sound Energy, Inc.",4264864.0,injuries_and_damages
86387,2003.0,162,"Puget Sound Energy, Inc.",43495781.0,transmission_expenses
86406,2004.0,162,"Puget Sound Energy, Inc.",61075209.0,distribution_expenses
86420,2004.0,162,"Puget Sound Energy, Inc.",4384949.0,injuries_and_damages
86499,2004.0,162,"Puget Sound Energy, Inc.",44632927.0,transmission_expenses
86516,2005.0,162,"Puget Sound Energy, Inc.",61087500.0,distribution_expenses
86530,2005.0,162,"Puget Sound Energy, Inc.",3638274.0,injuries_and_damages
86608,2005.0,162,"Puget Sound Energy, Inc.",52111661.0,transmission_expenses
86625,2006.0,162,"Puget Sound Energy, Inc.",65438100.0,distribution_expenses
86638,2006.0,162,"Puget Sound Energy, Inc.",4632927.0,injuries_and_damages
86721,2006.0,162,"Puget Sound Energy, Inc.",57969332.0,transmission_expenses
86738,2007.0,162,"Puget Sound Energy, Inc.",70227699.0,distribution_expenses
86752,2007.0,162,"Puget Sound Energy, Inc.",4846616.0,injuries_and_damages
86838,2007.0,162,"Puget Sound Energy, Inc.",76108942.0,transmission_expenses
86856,2008.0,162,"Puget Sound Energy, Inc.",76776331.0,distribution_expenses
86870,2008.0,162,"Puget Sound Energy, Inc.",6433972.0,injuries_and_damages
86955,2008.0,162,"Puget Sound Energy, Inc.",79947468.0,transmission_expenses
86973,2009.0,162,"Puget Sound Energy, Inc.",73935444.0,distribution_expenses
86987,2009.0,162,"Puget Sound Energy, Inc.",3959926.0,injuries_and_damages
87072,2009.0,162,"Puget Sound Energy, Inc.",87576612.0,transmission_expenses
87090,2010.0,162,"Puget Sound Energy, Inc.",82924735.0,distribution_expenses
87104,2010.0,162,"Puget Sound Energy, Inc.",3587660.0,injuries_and_damages
87189,2010.0,162,"Puget Sound Energy, Inc.",90430114.0,transmission_expenses
87207,2011.0,162,"Puget Sound Energy, Inc.",78245093.0,distribution_expenses
87222,2011.0,162,"Puget Sound Energy, Inc.",2952236.0,injuries_and_damages
87301,2011.0,162,"Puget Sound Energy, Inc.",92112839.0,transmission_expenses
87319,2012.0,162,"Puget Sound Energy, Inc.",74862781.0,distribution_expenses
87334,2012.0,162,"Puget Sound Energy, Inc.",2974418.0,injuries_and_damages
87414,2012.0,162,"Puget Sound Energy, Inc.",106143930.0,transmission_expenses
87431,2013.0,162,"Puget Sound Energy, Inc.",77321922.0,distribution_expenses
87446,2013.0,162,"Puget Sound Energy, Inc.",3237682.0,injuries_and_damages
87527,2013.0,162,"Puget Sound Energy, Inc.",114097689.0,transmission_expenses
87544,2014.0,162,"Puget Sound Energy, Inc.",84585142.0,distribution_expenses
87559,2014.0,162,"Puget Sound Energy, Inc.",3435985.0,injuries_and_damages
87641,2014.0,162,"Puget Sound Energy, Inc.",130001844.0,transmission_expenses
87658,2015.0,162,"Puget Sound Energy, Inc.",82427091.0,distribution_expenses
